Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Diogo Costa,Porto,Porto,GK,26,45000000,2027-06-30,11,1091,0,0,0,0,0.66,87.5,Portugal,"Portugal, Switzerland",right,188,84,no,1.57,0,0,0.49,83.33,0,0,0,1.57,2.31,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.26,0.41,0.08,29.2,87.01,14.19,75,0,0,12.54,100,20.21,97.55,8.83,64.49,27.64,48.38,0,0,0,0,0,0,0,3.71,46.67,0.25,0,0.25,0,0.08,0,5.86,73.24,0.49,,,,0,0,0
Gonçalo Inácio,Sporting CP,Sporting CP,LCB,24,45000000,2027-06-30,11,1088,0,0.2,1,0.17,15.14,64.48,Portugal,Portugal,left,185,78,no,7.44,6.62,73.75,4.72,56.14,0,0,0.5,2.56,4.33,0.83,2,0.17,0,0,0.74,0,0,0,0.02,0,0,3,0.25,33.33,0,0.08,0.25,0,0.25,0,0,0,0,0.66,87.5,1.99,50,0.33,1.65,0,61.71,0.17,0.99,78.75,91.39,36.56,84.84,2.73,100,30.69,97.04,72.05,95.29,6.53,50.63,20.44,41.28,0.01,0.5,0,0.17,0.08,100,0.08,14.89,79.44,1.41,35.29,1.32,43.75,0.66,0,14.81,83.8,,0,0,0,0,0,0
M. Hjulmand,Sporting CP,Sporting CP,"RDMF, RCMF",26,40000000,2028-06-30,11,1088,2,0.93,1,0.51,12.66,64.71,Denmark,Denmark,right,185,77,no,6.12,5.29,67.19,1.99,66.67,0.17,0.28,0.33,2.4,4.05,0.66,3,0.25,0,0,0.5,0.17,2,0.17,0.08,1,0.08,13,1.08,15.38,15.385,0.08,0.25,0,0,0,0.25,0,0.08,0.58,57.14,3.72,53.33,0.91,0.41,0,45.99,0.17,1.41,60.14,91.75,16.21,81.63,9.6,99.14,22.75,96,56.42,93.7,3.47,66.67,16.82,34.17,0.04,0.83,0.33,0,0.08,0,0.33,8.44,82.35,1.16,50,0.58,42.86,0.66,0.08,6.53,82.28,,0,0,0,0,0,0
A. Varela,Porto,Porto,"DMF, LCMF, CB",24,35000000,2030-06-30,11,992,0,0.45,0,0.49,10.34,54.39,Argentina,Argentina,right,177,73,no,5.44,3.81,61.9,1.91,42.86,0.27,0.4,0.54,2.81,4.1,1.09,2,0.18,0,0,0.91,0,0,0,0.04,0,0,7,0.64,42.86,0,0,0.45,40,0.18,0,0.09,100,0.09,0.36,100,2.72,53.33,0.09,0.82,0,27.13,0,1.09,38.83,86.68,12.25,71.85,6.08,97.01,15.06,93.98,34.2,90.45,4.17,60.87,18.25,32.79,0.04,0.45,0,0,0.27,33.33,0.09,6.62,73.97,1.54,29.41,0.82,33.33,0.45,0.18,6.17,77.94,,0.36,0.09,0,0.18,0,0
H. Sudakov,Benfica,Benfica,"AMF, LW, LCMF",23,35000000,2028-12-31,8,579,3,1.09,0,0.45,13.99,45.56,Ukraine,Ukraine,right,177,63,yes,3.26,3.89,52,1.24,50,0.16,0.24,0,1.09,1.67,1.09,2,0.31,0,0,4.04,0.47,3,0.47,0.17,0,0,12,1.87,50,25,0,1.71,36.36,1.4,33.33,0.31,50,0.16,2.49,75,7.77,38,2.33,1.87,0.62,33.73,0.93,2.02,41.04,84.09,11.35,71.23,10.1,96.92,10.88,85.71,36.68,88.98,2.64,47.06,16.47,30.55,0.07,1.09,0.16,0,1.09,57.14,0.16,5.44,74.29,4.2,48.15,1.71,36.36,1.24,0.62,5.44,80,,1.55,0.31,50,2.8,0,0
Pedro Gonçalves,Sporting CP,Sporting CP,"LAMF, LW",27,32000000,2030-06-30,11,953,8,6.93,5,3.3,13.22,48.57,Portugal,Portugal,right,173,77,no,3.78,2.83,53.33,1.04,36.36,0.09,0.16,0.19,2.17,3.65,0.28,3,0.28,0,0,5.38,0.76,7,0.66,0.65,1,0.09,43,4.06,46.51,18.605,0.47,1.7,38.89,1.42,40,0.19,0,0.47,4.16,65.91,8.03,51.76,3.97,1.89,0.09,32.58,0.57,0.76,39.48,81.1,9.54,59.41,8.59,94.51,12.37,85.5,35.6,85.15,2.17,47.83,16.36,34.81,0.31,2.17,0,0,0.47,20,0.94,4.25,75.56,3.68,41.03,1.23,7.69,1.89,0.66,4.34,76.09,,0.76,0,0,3.12,1,100
Pepê,Porto,Porto,"RWF, CF, RW",28,30000000,2027-06-30,9,743,2,1.89,1,2.13,18.53,46.41,Brazil,"Brazil, Italy",right,175,72,no,4.72,5.21,46.51,2.42,45,0.12,0.19,0,2.18,3.48,1.09,1,0.12,0,0,3.51,0.24,2,0.24,0.23,0,0,11,1.33,27.27,18.182,0.12,2.91,37.5,0.61,60,2.3,31.58,0.12,3.39,57.14,9.33,45.45,2.79,2.42,0.24,20.83,2.06,2.42,27.74,71.62,8.48,61.43,7.15,94.92,6.9,63.16,22.77,78.72,2.06,41.18,17.59,25.68,0.26,2.06,0.12,0,0.24,50,0.73,2.79,65.22,4.48,59.46,0.85,42.86,2.42,1.21,5.81,79.17,,0.12,0,0,1.45,0,0
V. Pavlidis,Benfica,Benfica,CF,26,25000000,2029-06-30,11,997,9,9.51,2,1.02,15.44,35.09,Greece,Greece,right,186,82,no,2.53,1.99,77.27,4.96,30.91,0.09,0.15,0,0.9,1.5,0.45,1,0.09,0,0,2.08,0.81,3,0.27,0.86,0,0,31,2.8,51.61,29.032,0.18,0.54,16.67,0.36,25,0.18,0,0,1.81,30,6.14,27.94,3.79,0.27,0,12.37,0.99,0.99,16.16,71.51,3.61,50,4.06,84.44,4.96,74.55,14.98,74.7,0.63,42.86,16.69,17.38,0.09,0.81,0.09,0,0.27,0,0.54,1.35,53.33,2.26,36,0.45,20,0.99,0.09,1.35,60,,0,0,0,0,6,100
A. Trubin,Benfica,Benfica,GK,24,25000000,2028-06-30,9,904,0,0,0,0,0.3,100,Ukraine,Ukraine,right,199,86,no,0.6,0,0,0.3,100,0,0,0,0.6,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,8.06,0.1,0,12.84,89.15,6.97,81.43,0,0,5.38,98.15,10.06,100,2.79,50,24.44,35.4,0,0,0,0,0,0,0,0.5,60,0,0,0,0,0.2,0,2.49,56,0.3,,,,0,0,0
Florentino,Burnley,Benfica,"LCMF, RCMF",26,20000000,2027-06-30,3,59,0,0,0,0,15.25,50,Angola,"Angola, Portugal",right,184,73,yes,12.2,7.63,60,4.58,33.33,0,0,0,7.63,10.71,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,100,0,1.53,0,12.2,0,0,18.31,75,6.1,75,3.05,100,7.63,60,13.73,88.89,4.58,33.33,32.91,42.48,0,0,0,0,0,0,0,3.05,50,1.53,0,1.53,0,0,0,4.58,33.33,,0,0,0,0,0,0
