Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Veerman,PSV,PSV,"LCMF, LDMF",26,40000000,2028-06-30,10,920,4,0.88,5,2.51,11.45,55.56,Netherlands,Netherlands,right,185,75,no,8.61,4.6,61.7,2.05,57.14,0.29,0.45,0.2,5.48,8.36,0.68,3,0.29,0,0,2.35,0.39,4,0.39,0.09,0,0,15,1.47,46.67,26.667,0.49,1.08,45.45,0.49,40,0.59,50,0.29,0.98,60,3.33,44.12,0.68,0.98,0.1,44.02,0.2,0.68,56.05,84.29,21.42,71.69,7.43,93.42,18.88,92.75,48.72,89.16,6.26,53.13,19.97,37.41,0.25,1.86,0.2,0.1,1.08,54.55,1.08,12.23,76,3.72,68.42,1.37,42.86,2.35,0.49,11.25,82.61,,0.88,0.1,100,4.79,0,0
J. Schouten,PSV,PSV,"RCB, DMF, RCMF",28,28000000,,11,1009,1,0.68,2,0.37,13.11,51.02,Netherlands,Netherlands,right,185,74,no,9.19,5.26,69.49,1.69,52.63,0.45,0.7,0.45,5.08,7.95,1.25,1,0.09,0,0,0.89,0.09,1,0.09,0.06,0,0,9,0.8,33.33,11.111,0.18,0.09,100,0,0,0.09,100,0,0.54,83.33,3.66,29.27,0.36,1.16,0,47.01,0.27,0.36,63.51,92.28,20.52,85.22,8.03,95.56,27.21,96.72,61.72,92.77,1.69,73.68,17.34,31.45,0.03,0.62,0,0.09,0.09,100,0.27,8.12,90.11,0.89,90,0.18,100,0.8,0.09,8.92,79,,0,0,0,0,0,0
Q. Timber,Feyenoord,Feyenoord,"LDMF, LCMF, DMF",24,28000000,2026-06-30,10,848,1,0.58,1,0.74,16.66,49.04,Netherlands,"Netherlands, Curaçao",right,179,71,no,6.05,4.35,63.41,1.27,33.33,0.11,0.16,0.21,3.18,4.74,0.85,1,0.11,0,0,1.38,0.11,1,0.11,0.06,0,0,8,0.85,25,12.5,0.11,0.21,0,0.11,0,0,0,0,1.91,55.56,7.32,52.17,2.44,1.91,0.21,23.03,0.32,0.96,34.39,84.26,11.99,71.68,4.78,97.78,10.61,93,32.58,85.67,1.59,66.67,16.38,26.05,0.08,0.85,0,0.11,0.21,50,0.32,4.25,90,2.44,69.57,0.32,66.67,2.23,0.11,4.99,74.47,,0.11,0.11,0,0,0,0
S. Dest,PSV,PSV,"RB, LB",25,22000000,,10,928,1,0.42,1,1.42,19.98,50.49,Netherlands,"Netherlands, United States",right,173,62,no,5.92,7.08,58.9,1.07,63.64,0.1,0.15,0.29,1.65,2.54,1.16,3,0.29,0,0,2.62,0.1,1,0.1,0.04,0,0,9,0.87,33.33,11.111,0.1,2.42,16,0.58,0,1.84,21.05,0.48,2.91,63.33,9.02,46.24,2.04,2.81,0.58,43.25,1.26,1.55,54.02,86.89,20.27,84.69,7.86,93.83,14.55,85.33,51.21,90.53,0.58,33.33,15.47,27.28,0.14,1.07,0.29,0,0.19,50,0.48,6.59,86.76,3.49,38.89,0.1,0,1.26,0.39,8.73,85.56,,0,0,0,0,0,0
A. Ahmedhodži?,Feyenoord,Feyenoord,RCB,26,18000000,2026-06-30,11,1043,0,0.52,0,0.11,10.35,63.33,Sweden,"Sweden, Bosnia and Herzegovina",right,190,84,no,6.82,3.28,73.68,3.71,60.47,0.26,0.37,0.35,4.14,5.88,1.04,3,0.26,1,0.09,0.26,0,0,0,0.04,0,0,7,0.6,14.29,0,0,0,0,0,0,0,0,0,0.17,100,1.73,80,0.78,2.42,0,38.23,0.43,0.78,53.67,91.16,16.48,83.77,5.18,91.67,23.64,96.72,51.08,93.75,2.59,40,18.18,32.77,0.01,0.17,0,0.17,0,0,0.09,6.99,81.48,0.78,55.56,0.35,25,0.43,0,7.16,72.29,,0,0,0,0,0,0
I. Saibari,PSV,PSV,"CF, LCMF, AMF",24,16000000,2029-06-30,11,996,8,6.24,1,1.6,18.16,38.81,Morocco,"Morocco, Belgium",right,185,81,no,4.7,3.52,64.1,1.17,30.77,0.18,0.28,0.18,2.26,3.49,0.72,0,0,0,0,3.98,0.72,8,0.72,0.56,2,0.18,40,3.61,42.5,20,0.09,1.45,31.25,0.45,40,0.81,22.22,0.09,2.98,57.58,10.3,33.33,5.78,3.16,0.45,31.99,1.63,0.54,38.58,82.9,9.49,78.1,10.75,91.6,9.85,79.82,36.6,85.68,0.63,28.57,15.18,18.46,0.14,0.81,0.09,0,0.27,100,0.63,3.61,77.5,2.17,62.5,0.18,100,1.63,0.45,4.43,71.43,,0,0,0,0.18,0,0
K. Sildillia,PSV,PSV,"RB, RCB",23,15000000,2026-06-30,6,329,0,0,0,0.03,12.86,51.06,France,"France, Guadeloupe",right,186,84,no,7.39,5.74,57.14,2.46,77.78,0,0,0.27,4.1,6.16,1.09,0,0,0,0,0.27,0,0,0,0,0,0,1,0.27,0,0,0,1.91,14.29,0,0,1.91,14.29,0,0.82,0,3.28,16.67,0.82,1.37,0,33.65,0.55,0.55,44.86,84.15,21.88,82.5,5.74,100,10.94,77.5,40.49,88.51,2.46,66.67,17.74,27.79,0.01,0.27,0,0,0.27,0,0,7.39,81.48,2.46,44.44,0.55,50,0.82,0.27,7.66,82.14,,0,0,0,0,0,0
J. Šutalo,Ajax,Ajax,"RCB, LCB",25,15000000,,9,599,0,0.1,0,0,10.97,53.42,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,185,82,no,9.02,2.85,57.89,3.16,61.9,0,0,0.9,7.36,11.14,0.45,0,0,0,0,0.15,0,0,0,0.02,0,0,1,0.15,0,0,0,0.45,33.33,0,0,0.3,50,0,0,0,2.1,28.57,0.3,1.5,0.3,53.19,0.3,0.6,74.52,92.94,25.39,86.39,5.56,97.3,32.6,97.7,71.22,94.73,2.85,57.89,17.45,24.92,0,0,0,0.15,0,0,0,8.26,87.27,0.45,33.33,0.3,0,0,0.15,9.02,75,,0,0,0,0,0,0
K. Taylor,Ajax,Ajax,"LDMF, LCMF, DMF",23,15000000,2027-06-30,12,1153,2,2.79,3,1.64,11.79,50.99,Netherlands,Netherlands,left,182,72,no,5,3.59,63.04,1.8,43.48,0.62,0.88,0.23,2.11,2.96,1.56,3,0.23,0,0,2.03,0.16,1,0.08,0.22,0,0,21,1.64,42.86,9.524,0.23,1.41,33.33,1.17,33.33,0.08,100,0.23,1.33,64.71,4.76,50.82,3.2,1.17,0.31,28.65,0.7,1.25,37.39,85.8,9.52,81.15,9.99,95.31,9.44,84.3,34.42,89.57,1.64,47.62,16,29.44,0.13,1.01,0.08,0.08,0,0,0.62,3.98,74.51,2.34,63.33,0.23,66.67,1.41,0.47,5.07,73.85,,0.39,0.08,0,0.7,1,100
G. Til,PSV,PSV,"CF, RCMF",27,12000000,2028-06-30,11,831,5,5.15,1,1.07,12.78,37.29,Zambia,"Zambia, Netherlands",right,186,78,no,2.71,2.71,60,2.71,36,0,0,0.22,1.08,1.66,0.65,0,0,0,0,1.73,0.54,5,0.54,0.56,0,0,24,2.6,37.5,20.833,0.11,1.73,31.25,0.22,0,1.41,38.46,0.32,0.76,28.57,4.66,30.23,5.31,0.87,0.22,18.74,1.41,0.43,22.42,82.13,3.9,77.78,7.26,94.03,6.06,76.79,20.69,86.39,0,0,14.75,0,0.12,1.19,0,0.22,0,0,0.87,1.52,85.71,1.3,25,0,0,0.97,0.54,1.73,75,,0,0,0,0,0,0
