Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Dênis Júnior,Ferroviária,Ferroviária,GK,27,1000000,2026-12-31,37,3722,0,0,0,0,0.7,89.66,Brazil,Brazil,right,188,87,no,1.43,0.15,83.33,0.44,94.44,0,0,0,1.31,1.8,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,80,0,0,0,8.1,0.15,0.19,14.48,82.47,8.44,70.49,0,0,5.51,99.56,8.73,98.89,5.75,57.56,33.79,51.74,0,0,0,0,0,0,0,1.45,45,0.12,0,0.07,33.33,0,0,4.01,74.7,50,1.21,178,4.3,7,71.91,53.33,1.29,3.33,0.081,0,1.74,0.44,,,,0,0,0
W. Clar,Chapecoense,Chapecoense,"LWB, LB",31,500000,,37,3698,7,5.47,1,5.1,10.93,54.34,Paraguay,Paraguay,left,177,72,no,7.74,4.92,63.86,2.29,50,0,0,0.46,4.6,6.13,0.51,1,0.02,0,0,2.29,0.17,4,0.1,0.13,0,0,29,0.71,51.72,24.138,0.02,3.19,36.64,3.12,36.72,0.05,0,0.49,1.48,49.18,2.53,41.35,1.36,0.95,0.17,23.27,2.97,0.24,32.22,75.53,11.95,67.01,5.89,92.15,9.88,78.08,24.75,85.94,4.43,44.51,20.39,36.43,0.12,1.46,0.02,0,0.1,25,0.51,3.72,60.78,3.04,47.2,0.37,0,0.58,1.07,7.59,69.55,0,,0,,0,0,0,0,,,0.39,,,0.15,0,0,0.9,3,100
Lucão,América Mineiro,América Mineiro,LCB,29,400000,2025-12-31,36,3652,1,1.67,0,0.46,9.07,65.22,Brazil,Brazil,right,187,80,no,6.38,3.01,66.39,4.31,66.29,0.12,0.19,0.44,4.26,6.56,0.22,3,0.07,0,0,0.27,0.02,1,0.02,0.04,1,0.02,17,0.42,35.29,5.882,0,0.1,50,0.1,50,0,0,0,0.12,60,0.57,52.17,0.64,1.75,0.02,33.98,0.37,0.42,50.89,88.52,20.45,78.55,2.64,96.26,23.07,96.15,44.88,93.74,5.91,49.58,21.32,41.34,0.01,0.1,0.02,0.02,0.05,0,0.07,7.07,73.52,0.62,16,0.37,26.67,0.17,0.05,8.45,70.55,0,,0,,0,0,0,0,,,1.75,,,0.02,0,0,0,0,0
Tadeu,Goiás,Goiás,GK,33,0,2029-12-31,36,3652,2,3.04,2,0.23,1.13,82.61,Brazil,Brazil,right,184,80,no,2.09,0.15,83.33,0.52,90.48,0.05,0.07,0,1.92,2.83,0.07,4,0.1,0,0,0.1,0.05,0,0,0.07,0,0,4,0.1,100,50,0.05,0,0,0,0,0,0,0,0.02,0,0.42,82.35,0,0.02,0,12.79,0.25,0.42,22.48,82.13,14.37,74.1,0,0,7.84,97.17,11.73,98.53,10.67,64.67,37.53,52.8,0.01,0.02,0,0,0,0,0.05,5.08,61.65,0.49,25,0.25,30,0.17,0,7.52,81.31,34,0.84,124,3.06,13,72.58,32.58,0.8,-1.42,-0.035,0,1.75,0.52,,,,0,4,50
Eduardo Brock,Avaí,Avaí,LCB,34,250000,,36,3598,1,1.01,0,0.89,10.86,67.51,Brazil,"Brazil, Italy",left,186,89,no,9.16,5.5,71.36,2.85,68.42,0.03,0.03,0.63,5.2,6.71,0.7,5,0.13,0,0,0.3,0.03,1,0.03,0.03,1,0.03,13,0.33,15.38,7.692,0,0.3,33.33,0.28,27.27,0.03,100,0,0.18,71.43,0.55,63.64,0.35,0.73,0,34.04,0.8,0.18,49.03,82.19,22.91,71.07,1.63,84.62,21.56,93.85,37.77,91.13,10.96,52.74,25.08,42.24,0.02,0.2,0.03,0,0.03,100,0.08,9.98,64.91,1.18,31.91,0.58,17.39,0.28,0.1,12.46,75.5,0,,0,,0,0,0,0,,,1.13,,,0.1,0.1,0,0,0,0
Marcelo Rangel,Remo,Remo,GK,37,0,2025-11-30,36,3569,0,0,0,0,0.68,88.89,Brazil,Brazil,right,186,81,no,1.31,0.05,100,0.48,94.74,0,0,0,1.26,1.75,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,75,0,0,0,7.04,0.03,0.13,13.77,82.78,8.27,73.48,0,0,5.12,97.04,7.72,97.06,6.03,64.85,35.81,50.8,0,0,0,0,0,0,0,1.61,48.44,0.18,0,0.08,33.33,0,0,4.03,81.25,36,0.91,200,5.04,7,82,47.98,1.21,11.98,0.302,0,1.61,0.48,,,,0,0,0
Marquinhos Gabriel,Avaí,Avaí,"LW, AMF, LCMF",35,400000,,36,3529,4,4.69,5,4.7,12.73,44.89,Brazil,Brazil,left,174,70,no,4.18,2.98,63.25,0.94,21.62,0,0,0.1,2.3,3.03,0.36,4,0.1,0,0,2.68,0.1,4,0.1,0.12,0,0,46,1.17,43.48,8.696,0.13,1.76,40.58,1.12,45.45,0.64,32,0.18,2.5,53.06,7.29,42.66,1.63,1.48,0.1,24.46,1.84,1.15,34.2,84.64,9.08,70.79,8.44,96.68,10.56,87.68,30.22,89.37,2.32,54.95,18.18,32.76,0.12,1.56,0.08,0.05,0.28,45.45,0.48,4.36,77.78,2.42,58.95,0.54,47.62,0.99,0.69,4.97,77.44,0,,0,,0,0,0,0,,,0.28,,,1.1,0.1,25,2.14,0,0
Rodrigo,Criciúma,Criciúma,"CB, RCB",38,150000,2025-12-31,35,3509,7,4.38,2,0.7,13.7,59.74,Brazil,Brazil,right,187,80,no,8.62,3.85,62.67,6.49,64.43,0.13,0.18,0.95,6.08,8.76,1.05,6,0.15,0,0,0.41,0.18,7,0.18,0.11,3,0.08,24,0.62,41.67,29.167,0.05,0.08,0,0,0,0.08,0,0,0.33,46.15,1.51,38.98,0.85,0.59,0.03,22.13,0.23,0.21,38.47,86.07,13.13,73.05,2.08,90.12,20.06,94.63,32.73,90.83,5.67,59.73,21.81,39.68,0.02,0.15,0.03,0.03,0.03,0,0.05,4.87,66.84,0.54,19.05,0.41,25,0.18,0,6.21,65.29,0,,0,,0,0,0,0,,,1.1,,,0,0,0,0,0,0
Matheus Albino,CRB,CRB,GK,30,150000,2026-12-30,35,3501,0,0,0,0.14,0.93,86.11,Brazil,Brazil,left,187,85,no,1.59,0.13,60,0.67,92.31,0,0,0,1.52,2.26,0.03,5,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,0.03,12.26,0.18,0.28,19.97,88.67,10.62,80.63,0.03,100,7.94,97.73,14.91,98.62,5.06,59.39,27.17,44.36,0,0.03,0,0,0,0,0,1.77,53.62,0.15,16.67,0.05,0,0.05,0,3.75,70.55,33,0.85,171,4.4,13,80.7,43.02,1.11,10.02,0.258,0,2.62,0.67,,,,0,0,0
Matheus Ribeiro,CRB,CRB,"LB, RB",32,300000,,37,3468,1,1.4,2,1.68,10.69,52.91,Brazil,"Brazil, Italy",right,178,72,no,6.57,5.58,63.26,1.09,35.71,0.18,0.27,0.29,2.85,4.25,0.75,1,0.03,0,0,2,0.03,1,0.03,0.04,0,0,22,0.57,36.36,4.545,0.05,2.83,33.94,1.51,37.93,1.3,30,0.31,1.35,57.69,3.19,39.84,1.04,1.71,0.13,29.01,1.25,0.31,37.71,85.34,12.12,79.01,7.71,96.3,12.02,86.39,32.44,92.08,2.62,54.46,19.63,35.48,0.04,0.73,0.05,0.03,0.08,66.67,0.29,3.48,75.37,2.08,48.75,0.08,66.67,0.36,0.86,5.74,76.47,0,,0,,0,0,0,0,,,0.34,,,0,0,0,0,0,0
