Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
K. Kvaratskhelia,PSG,PSG,"LWF, RWF, CF",24,80000000,2027-06-30,14,973,4,3.07,3,2.26,21.46,44.4,Georgia,Georgia,right,183,70,no,4.44,4.9,52.83,0.83,44.44,0.18,0.34,0.09,1.66,3.02,1.11,0,0,0,0,5.55,0.37,4,0.37,0.28,0,0,33,3.05,42.42,12.121,0.28,2.22,45.83,1.29,50,0.92,40,0.37,5.92,43.75,13.97,43.71,6.1,4.44,0.46,42.83,2.03,1.76,47.36,87.89,8.51,75,16.37,97.18,10.82,88.89,43.84,90.72,1.29,64.29,15.09,14.54,0.21,1.57,0.09,0,0.92,70,0.83,3.24,82.86,2.68,62.07,0.92,70,2.22,1.2,3.88,90.48,0,,0,,0,0,0,0,,,0.09,,,0.28,0.18,0,2.5,0,0
A. Hakimi,PSG,PSG,RB,26,60000000,2029-06-30,25,2254,4,2.7,5,5.25,14.29,51.4,Spain,"Spain, Morocco",right,181,73,no,7.15,5.55,64.75,0.88,45.45,0.04,0.07,0.04,3.51,6.29,0.76,4,0.16,0,0,3.07,0.16,4,0.16,0.11,0,0,31,1.24,38.71,12.903,0.2,3.47,31.03,0.12,33.33,3.31,31.33,0.72,2.32,60.34,6.23,45.51,2.99,2.8,0.72,66.12,4.67,1,78.1,89.01,22.12,85.56,15.17,95,22.2,88.13,71.99,92.62,2.87,68.06,15.59,35.32,0.21,1.64,0.16,0.08,0.24,50,0.76,7.55,91.53,3.71,44.09,0.36,44.44,1.84,0.8,9.98,78,0,,0,,0,0,0,0,,,0.56,,,0.24,0.16,0,0.16,0,0
Gonçalo Ramos,PSG,PSG,CF,24,50000000,2028-06-30,22,1167,10,12.46,2,1.51,12.42,41.61,Portugal,Portugal,right,185,79,no,2.08,1.93,52,3.55,47.83,0.08,0.13,0.15,1,1.75,0.69,1,0.08,0,0,3.08,0.77,8,0.62,0.96,1,0.08,47,3.62,65.96,21.277,0.15,0.23,33.33,0.15,50,0.08,0,0.08,1.39,38.89,4.86,30.16,6.09,0.46,0.15,15.81,1.23,0.85,17.28,82.59,2.54,78.79,5.86,84.21,4.24,89.09,17.04,83.26,0,0,13,0,0.12,0.85,0.15,0,0.15,50,0.31,0.85,81.82,1,69.23,0.15,50,1.7,0.08,1.31,47.06,0,,0,,0,0,0,0,,,0,,,0,0,0,0,3,66.667
J. David,Juventus,Lille,CF,25,50000000,,32,2803,16,17.44,4,3.5,14.58,40.31,United States,"United States, Canada",both,178,70,no,3.53,3.4,60.38,2.18,29.41,0,0,0.13,1.48,2.18,0.83,4,0.13,0,0,1.89,0.51,10,0.32,0.56,1,0.03,67,2.15,50.75,23.881,0.13,0.39,41.67,0.13,25,0.22,42.86,0.03,1.32,43.9,6.71,35.89,4.11,1.06,0.32,17.27,1.38,1.09,21.8,83.8,3.18,68.69,6.9,93.02,6.2,88.6,20.84,85.36,0.58,55.56,14.61,13.32,0.11,0.9,0,0,0.13,50,0.58,1.28,80,1.06,75.76,0.19,33.33,1.38,0.16,1.41,72.73,0,,0,,0,0,0,0,,,0,,,0,0,0,0,7,85.714
B. Barcola,PSG,PSG,LWF,23,50000000,2028-06-30,34,2337,14,12.17,9,6.66,17.95,41.2,France,"France, Togo",right,182,73,no,4.58,4.24,57.27,1.08,60.71,0.08,0.14,0.04,2.08,3.72,1.12,2,0.08,0,0,4.47,0.54,14,0.54,0.47,1,0.04,73,2.81,53.42,19.178,0.35,1.85,37.5,1.58,36.59,0.19,60,0.15,6.24,34.57,10.63,32.97,6.93,4.97,0.58,31.77,3.58,0.89,34.74,83.92,5.89,70.59,9.82,92.16,10.55,84.31,32.23,87.57,0.81,33.33,15.01,14.81,0.26,1.46,0.19,0.15,0.31,37.5,1,1.31,67.65,2.93,68.42,0.39,20,2.73,0.69,4.51,86.32,0,,0,,0,0,0,0,,,0.04,,,0,0,0,0.08,0,0
Marquinhos,PSG,PSG,RCB,31,50000000,2028-06-30,22,1886,2,0.7,0,0.44,9.35,60.2,Brazil,"Brazil, Portugal",right,183,75,no,6.97,4.39,63.04,2.96,59.68,0.19,0.34,0.57,4.01,7.24,0.72,3,0.14,0,0,0.43,0.1,2,0.1,0.03,2,0.1,7,0.33,42.86,28.571,0,0.14,33.33,0,0,0.14,33.33,0,0.14,100,0.67,57.14,0.52,2.86,0.05,71.25,0.86,0.33,85.42,95.2,29.92,89.79,3.63,98.68,44.28,98.6,79.98,97.26,5.3,65.77,19.95,35.13,0.02,0.24,0.05,0,0.1,100,0.24,12.6,86.74,0.67,28.57,0.72,40,0.19,0.05,11.02,83.98,0,,0,,0,0,0,0,,,2.2,,,0,0,0,0,0,0
R. Kolo Muani,Tottenham Hotspur,PSG,"CF, RW",26,45000000,,10,420,2,3.57,1,1.16,21.21,40.4,France,"France, Congo DR",right,187,73,yes,3,4.71,54.55,3.21,73.33,0,0,0,0.43,0.86,1.5,0,0,0,0,3.86,0.43,1,0.21,0.77,1,0.21,13,2.79,53.85,15.385,0.21,0.64,66.67,0.21,0,0.43,100,0,4.07,42.11,10.71,26,5.57,0.43,0.21,13.71,2.14,1.5,16.29,80.26,3.21,73.33,5.57,76.92,3.64,82.35,15.21,80.28,0.43,100,14.28,5.83,0.25,0.86,0,0,0.21,100,0.86,0.86,75,0.64,66.67,0,0,1.93,0.21,1.5,57.14,0,,0,,0,0,0,0,,,0.21,,,0,0,0,0,1,100
L. Hernández,PSG,PSG,"LB, LCB",29,40000000,2028-06-30,16,953,0,0.04,0,0.12,12.56,63.16,France,"France, Spain",left,184,79,no,7.37,6.42,58.82,2.08,63.64,0.28,0.48,0.38,3.31,5.61,0.85,2,0.19,0,0,0.28,0,0,0,0,0,0,3,0.28,0,0,0,0.19,50,0.19,50,0,0,0,0.28,66.67,1.61,58.82,0.19,1.23,0,66.2,1.04,0.85,78.95,92.22,34.47,87.95,5.19,96.36,32.77,96.83,74.23,95.29,4.53,43.75,19.29,39.42,0.01,0.09,0,0,0.09,0,0.09,9.35,84.85,0.47,20,0.28,66.67,0.19,0,11.05,76.07,0,,0,,0,0,0,0,,,2.27,,,0,0,0,0,0,0
G. Donnarumma,Manchester City,PSG,GK,26,40000000,2030-06-30,24,2274,0,0,0,0,0.44,90.91,Italy,Italy,right,196,90,no,1.07,0.08,50,0.2,100,0.04,0.07,0,0.99,1.73,0,2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,100,0,0,0,13.97,0.24,0.16,19.43,92.26,6.69,81.07,0.04,100,11.4,98.26,15.95,98.51,3.48,63.64,24.67,42.29,0,0,0,0.04,0,0,0,0.99,52,0,0,0,0,0,0,2.53,65.63,25,0.99,77,3.05,4,67.53,20.05,0.79,-4.95,-0.196,0,0.75,0.2,,,,0,0,0
A. Rabiot,Olympique Marseille,Olympique Marseille,"AMF, LWF, RCMF",30,35000000,2026-06-30,29,2726,9,6.28,4,2.85,17.2,47.41,France,France,left,188,80,no,6.24,5.35,58.64,2.87,56.32,0.33,0.54,0.1,2.77,4.57,1.75,5,0.17,0,0,2.08,0.3,9,0.3,0.21,3,0.1,42,1.39,54.76,21.429,0.13,1.58,25,1.06,18.75,0.5,33.33,0.36,1.45,50,7.16,36.41,2.91,2.25,0.59,41.01,0.89,1.09,49.42,87.78,11.36,81.69,12.18,95.93,14.13,88.32,46.16,91.13,1.75,56.6,15.55,31.08,0.09,0.63,0.03,0.07,0.2,100,0.26,6.17,80.75,2.08,38.1,0.36,54.55,0.89,0.26,4.46,81.48,0,,0,,0,0,0,0,,,0.4,,,0,0,0,0,0,0
