Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
O. Pineda,AEK Athens,AEK Athens,"LCMF, LDMF, RDMF",29,7000000,2027-06-30,10,876,2,1.26,0,0.65,13.15,50.78,Mexico,Mexico,right,169,63,no,7.91,5.96,55.17,0.41,0,0,0,0.21,4.62,8.28,1.75,2,0.21,0,0,1.54,0.21,2,0.21,0.13,0,0,11,1.13,18.18,18.182,0,0.92,33.33,0.31,66.67,0.62,16.67,0.1,1.54,53.33,5.55,50,2.16,1.54,0.21,48.6,0,1.75,62.67,91.48,17.57,83.63,8.42,98.78,27.12,95.08,57.02,94.59,4.73,65.22,18.63,39.15,0.07,0.82,0.1,0,0.51,40,0.41,9.97,85.57,3.29,56.25,0.72,28.57,1.85,0.31,8.12,84.81,,0,0,0,0,0,0
A. Koita,AEK Athens,AEK Athens,"CF, LAMF, RAMF",27,0,2029-06-30,10,742,1,1.51,0,0.37,19.53,54.66,Mauritania,"Mauritania, Belgium",right,175,69,no,5.09,4.97,56.1,1.94,25,0.36,0.63,0.12,1.94,3.38,1.58,1,0.12,0,0,4.73,0.12,1,0.12,0.18,0,0,23,2.79,26.09,4.348,0,1.94,12.5,0.73,16.67,1.21,10,0.12,5.34,70.45,11.28,60.22,4.25,2.67,0,18.44,1.21,2.67,24.74,78.43,5.34,65.91,7.04,94.83,7.28,76.67,22.08,86.26,1.09,22.22,16.54,30.55,0.04,0.73,0,0,0.24,0,0.12,1.7,64.29,1.94,37.5,0.24,0,0.85,0.24,2.91,70.83,,0.12,0.12,0,0,0,0
L. Choutesiotis,Atromitos,Atromitos,GK,31,400000,2026-06-30,10,991,0,0,0,0,0.54,100,Greece,Greece,right,192,85,no,1,0,0,0.45,100,0,0,0,1,1.36,0,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0,0,0,10.35,0.27,0.27,15.17,89.82,7.36,80.25,0,0,6.9,98.68,10.08,99.1,5.09,71.43,27.28,43.74,0,0,0,0,0,0,0,0.36,25,0,0,0,0,0,0,4,72.73,0.45,,,,0,0,0
P. Michorl,Atromitos,Atromitos,"LCMF, AMF, DMF",30,0,2026-06-30,10,898,1,0.39,1,1.77,10.42,60.58,Austria,Austria,left,176,71,no,7.22,5.51,65.45,1.1,63.64,0.7,0.96,0,2.91,3.99,0.9,1,0.1,0,0,1.2,0.1,1,0.1,0.04,0,0,10,1,20,10,0.1,1.6,43.75,1.4,42.86,0.2,50,0.2,0.2,100,2.61,50,0.6,0.6,0.1,35.48,0.4,1.7,45.9,87.55,14.53,82.76,10.52,95.24,13.73,89.05,41.39,92.01,3.11,48.39,17.12,41.15,0.18,2.1,0.1,0.3,0.2,50,0.3,7.02,81.43,2.2,68.18,0.7,57.14,1,0.5,6.82,77.94,,1.8,0.3,33.33,3.21,0,0
T. Tsingaras,Atromitos,Atromitos,"LDMF, RCMF, LCMF",25,150000,,10,528,0,0,1,0.5,11.42,56.72,Greece,Greece,right,175,70,no,5.63,3.92,52.17,1.36,50,0.51,0.67,0,3.07,4.03,0.85,2,0.34,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0.17,1.02,33.33,0,0,0.85,20,0.17,0.51,66.67,2.9,52.94,0.51,1.19,0,34.94,0,1.19,51.82,89.14,15.68,79.35,9.38,98.18,19.26,91.15,48.07,91.49,2.73,68.75,16.5,25.15,0.08,0.34,0,0,0,0,0.34,7.33,86.05,1.19,42.86,0,0,0.51,0.34,5.11,73.33,,0,0,0,0,0,0
D. Stavropoulos,Atromitos,Atromitos,"RCB, CB, LCB",28,400000,2026-06-30,10,991,0,0.35,0,0.02,10.81,58.82,Greece,Greece,right,191,87,no,7.54,5.45,63.33,3,60.61,0.18,0.25,1.09,3.91,5.33,1.45,2,0.18,0,0,0,0,0,0,0.03,0,0,5,0.45,0,0,0,0,0,0,0,0,0,0,0.09,0,0.82,33.33,0.73,0.36,0,33.51,0.27,0.54,45.23,89.76,17.98,80.3,1.91,100,21.43,97.88,40.14,95.7,5.09,42.86,20.6,38.37,0,0.09,0,0,0,0,0,4.09,71.11,0.36,25,0.45,40,0.09,0,6.63,60.27,,0,0,0,0,0,0
D. Jubitana,Atromitos,Atromitos,"AMF, CF, RAMF",26,600000,2026-06-30,10,547,2,1.06,0,0.62,20.07,42.62,Belgium,"Belgium, Suriname",left,175,69,no,5.1,5.43,66.67,0.82,80,0.16,0.25,0,1.32,1.97,1.32,0,0,0,0,3.62,0.33,2,0.33,0.17,0,0,13,2.14,38.46,15.385,0,2.47,33.33,0.66,0,1.81,45.45,0.33,3.78,52.17,12.34,29.33,2.14,3.46,0.16,25.5,0.82,1.65,34.06,81.16,7.73,74.47,9.38,94.74,10.2,75.81,30.6,86.56,0.99,33.33,16.55,16.62,0.1,1.15,0,0,0,0,0.33,2.8,70.59,3.13,52.63,0,0,0.99,0.99,4.94,76.67,,0.33,0.33,0,0.33,0,0
Álvaro Tejero,Aris,Aris,"RB, LB",29,2000000,,10,983,0,0.17,2,1.13,13.18,54.17,Spain,Spain,right,172,65,no,8.15,6.23,63.24,1.74,42.11,0.46,0.75,0.09,3.75,6.15,1.37,2,0.18,0,0,2.84,0,0,0,0.02,0,0,10,0.92,30,0,0.18,5.13,33.93,0.64,42.86,4.49,32.65,0.46,1.65,50,4.12,46.67,1.19,1.56,0.09,35.43,1.74,1.37,45.23,78.54,16.21,70.06,6.59,98.61,15.02,82.32,35.34,88.6,5.04,50.91,19.68,36.06,0.1,1.01,0,0,0,0,0.46,4.67,68.63,4.39,45.83,0.46,40,0.73,1.65,8.33,71.43,,0,0,0,0.09,0,0
Loren Morón,Aris,Aris,CF,31,3000000,2027-06-30,10,887,2,2.38,1,0.99,20.39,35.82,Spain,Spain,right,185,77,no,3.96,3.04,50,4.67,19.57,0.71,1.17,0.1,1.72,2.85,0.71,1,0.1,0,0,2.23,0.2,1,0.1,0.24,0,0,18,1.83,50,11.111,0.1,1.62,18.75,0.71,28.57,0.81,12.5,0.41,1.52,60,8.83,35.63,3.55,0.2,0.2,7.71,1.01,2.64,11.77,60.34,3.15,54.84,2.13,76.19,3.35,57.58,9.33,70.65,0.91,22.22,18.56,26.65,0.1,0.51,0,0,0.2,50,0.2,1.32,30.77,1.62,37.5,0.1,0,0.81,0.41,1.32,76.92,,0,0,0,0,1,100
J. Bartolo,Asteras Tripolis,Asteras Tripolis,"CF, AMF, LW",29,600000,2026-06-30,10,720,3,1.11,0,0.99,15.63,40,Argentina,"Argentina, Italy",left,168,65,no,3.25,3.75,43.33,2.25,22.22,0.38,0.49,0,1.25,1.64,1,1,0.13,0,0,2.5,0.38,3,0.38,0.14,0,0,12,1.5,50,25,0,1.38,9.09,0.25,0,1,0,0.38,3.25,50,7.63,42.62,2.5,1.62,0.13,15.5,1.25,2.13,21.63,72.25,6,58.33,6.5,88.46,6,70.83,17.63,77.3,2.63,71.43,17.47,26.32,0.12,1.5,0,0,0,0,0.38,2.88,78.26,2.63,52.38,0.13,0,1.5,0.5,5.13,80.49,,1.13,0.25,50,2,0,0
