Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Belin,Liège,Patro Eisden,GK,30,250000,,32,3113,0,0,0,0,1.01,77.14,Belgium,Belgium,left,185,80,no,1.73,0.2,42.86,0.69,83.33,0,0,0,1.65,1.82,0,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0,0,0,6.01,0.2,0.2,12.69,80.87,9.16,74.45,0,0,3.27,99.12,5.2,98.33,7.46,68.99,38.54,47.54,0,0,0,0,0,0,0,1.85,50,0.14,20,0.09,33.33,0,0,5.9,83.82,33,0.95,137,3.96,10,75.91,41.83,1.21,8.83,0.255,0,1.79,0.69,,,,0,0,0
J. Renson,Patro Eisden,Patro Eisden,RCB,29,500000,,32,3090,5,4.96,0,0.1,9.32,57.5,Belgium,Belgium,right,185,74,no,6.99,3.12,72.9,4.22,49.66,0.09,0.1,0.44,4.63,5.11,0.5,4,0.12,0,0,0.41,0.15,5,0.15,0.14,2,0.06,27,0.79,37.04,18.519,0,0.03,100,0,0,0.03,100,0,0.17,50,0.7,41.67,0.99,0.17,0,11.27,0.17,0.23,23.91,76.37,12.38,65.18,1.31,97.78,8.5,91.1,15.55,84.08,8.33,61.89,26.76,40.66,0,0.06,0.03,0,0,0,0.03,5.13,60.23,0.35,25,0.15,40,0.12,0.03,7.72,67.55,0,,0,,0,0,0,0,,,1.05,,,0.03,0,0,0,0,0
L. Van Eenoo,Beerschot VA,Patro Eisden,"LDMF, LCMF",34,300000,2026-06-30,31,2946,4,4.09,8,6.98,18.51,54.29,Belgium,Belgium,left,175,67,no,11.09,9.13,65.22,3.42,46.43,0.37,0.4,0.43,4.77,5.26,1.37,6,0.18,0,0,1.47,0.12,3,0.09,0.12,0,0,51,1.56,27.45,7.843,0.24,1.22,37.5,0.79,26.92,0.4,61.54,0.15,0.98,56.25,2.87,39.36,1.31,0.43,0.15,13.59,0.4,0.79,28.2,74.43,11.15,62.19,4.52,93.24,7.61,78.71,21.93,82.73,5.07,46.99,19.3,37,0.21,1.5,0.15,0,0.03,100,0.21,6.02,58.38,1.41,50,0.27,22.22,0.67,0.49,5.68,61.29,0,,0,,0,0,0,0,,,0.31,,,1.04,0.21,42.86,4.19,1,100
S. Bammens,Pardubice,Patro Eisden,"CF, AMF, LCB",27,200000,,31,2332,9,6.29,0,0.88,33.38,43.82,Belgium,Belgium,right,191,81,no,5.94,4.59,53.78,19.88,46.6,0.04,0.04,0.23,3.43,3.81,1.93,7,0.27,0,0,0.96,0.35,9,0.35,0.24,5,0.19,33,1.27,42.42,27.273,0,0.42,18.18,0.12,33.33,0.27,0,0.04,0.58,60,4.13,28.97,2.35,0.31,0.04,10,2.93,1.04,19.41,60.24,8.22,50.23,2.05,79.25,5.71,62.84,16.48,63.23,2.51,47.69,15.79,22.11,0.03,0.5,0.08,0.04,0,0,0.12,2.82,38.36,0.77,25,0.04,0,0.42,0.08,3.01,47.44,0,,0,,0,0,0,0,,,0.08,,,0,0,0,0,0,0
S. Brebels,Lokeren-Temse,Lokeren-Temse,"LDMF, DMF, LCMF",30,300000,2026-06-30,31,2897,6,3.3,0,2.4,13.02,49.64,Belgium,Belgium,right,183,74,no,8.17,6.28,56.93,2.11,55.88,0.34,0.45,0.19,4.26,5.61,1.24,7,0.22,0,0,1.09,0.19,6,0.19,0.1,0,0,22,0.68,63.64,27.273,0,0.53,41.18,0.28,55.56,0.25,25,0.03,0.78,44,2.76,39.33,0.75,0.93,0.16,27.56,0.28,0.56,42.65,85.14,15.56,75.45,6.65,91.12,14.1,92.95,38.34,87.93,3.79,63.11,18.18,36.21,0.07,0.59,0.09,0,0.12,75,0.12,6.28,77.72,0.99,62.5,0.4,46.15,0.47,0.16,7.36,71.73,0,,0,,0,0,0,0,,,0.81,,,0.96,0.12,75,1.27,0,0
B. Gabriël,Zulte-Waregem,Lokeren-Temse,GK,26,75000,2026-06-30,31,3045,0,0,0,0.27,1.03,88.57,Belgium,Belgium,right,190,80,no,1.42,0.03,100,0.74,92,0,0,0,1.39,1.85,0.03,1,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,50,0.15,80,0,0,0,16.46,0.3,0.21,24.89,83.97,14.33,75.26,0.03,100,9.99,96.45,13.12,98.65,11.67,68.1,33.71,46.97,0.01,0.03,0,0,0,0,0,2.57,50.57,0.09,0,0.09,66.67,0.09,0,7.68,77.31,37,1.09,156,4.61,10,76.28,40.72,1.2,3.72,0.11,0.03,2.22,0.74,,,,0,0,0
N. Boujouh,Lokeren-Temse,Lokeren-Temse,"LB, LCB",29,0,2026-06-30,31,2965,0,0.91,0,2.72,11.44,50.13,Belgium,Belgium,left,171,65,no,7.86,5.74,56.08,1.21,57.5,0.67,0.91,0.46,3.98,5.41,0.82,8,0.24,0,0,2.37,0,0,0,0.03,0,0,13,0.39,15.38,0,0,3.4,44.64,3.13,44.66,0.24,37.5,0.3,1.09,69.44,3.37,42.34,0.49,1.4,0.3,27.02,1.7,0.76,38.55,78.35,14.6,65.07,7.25,97.49,11.6,83.25,29.81,89.1,5.46,40,20.92,33.41,0.08,0.79,0,0,0.03,100,0.24,5.46,54.44,3.43,50.44,0.36,25,0.33,1.49,7.98,74.52,0,,0,,0,0,0,0,,,0.97,,,0.52,0.06,50,0.58,0,0
L. Jans,SK Beveren,SK Beveren,RB,33,275000,2026-06-30,30,2865,1,1.03,5,2.11,15.86,55.64,Luxembourg,Luxembourg,right,175,72,no,10.4,8.2,60.54,3.05,59.79,0.31,0.45,0.25,5.12,7.32,0.66,4,0.13,0,0,1.85,0.03,1,0.03,0.03,0,0,14,0.44,21.43,7.143,0.16,3.3,35.24,0.19,16.67,3.11,36.36,0.47,1.1,51.43,3.08,43.88,0.63,1.23,0.28,27.02,1.51,0.88,40.18,73.1,15.36,62.78,5.78,92.93,13.66,74.71,31.26,81.71,5.62,47.49,19.94,35.04,0.07,0.79,0.09,0,0.06,50,0.35,6.97,63.06,3.49,43.24,0.31,20,0.63,1.16,10.68,72.35,0,,0,,0,0,0,0,,,0.91,,,0,0,0,0,0,0
P. Parzyszek,KuPS,RWD Molenbeek,CF,32,325000,2026-06-30,30,2341,8,10.21,3,2.74,15.53,33.17,Poland,"Poland, Netherlands",both,191,89,no,3.04,1.73,60,5.04,38.17,0.08,0.12,0.19,1.92,2.88,1.19,1,0.04,0,0,1.08,0.31,6,0.23,0.39,2,0.08,61,2.35,34.43,13.115,0.12,0.19,20,0.12,33.33,0.08,0,0.04,0.35,44.44,5.42,26.95,4.11,0.19,0.04,12.69,1.61,0.73,17.3,75.33,3.08,57.5,4.08,84.91,4.84,79.37,16.49,76.46,0.62,62.5,13.58,12.8,0.11,0.77,0.12,0,0.15,50,0.38,1.31,70.59,0.81,42.86,0.15,75,0.92,0.04,1.61,59.52,0,,0,,0,0,0,0,,,0,,,0,0,0,0,3,66.667
S. Van Aerschot,Lokeren-Temse,Lokeren-Temse,"LAMF, LCMF",29,0,2027-06-30,30,2095,1,3.6,3,1.13,21.22,46.15,Belgium,Belgium,,184,76,no,7.39,6.87,60,4.51,47.62,0.04,0.06,0.13,3.22,4.27,0.86,6,0.26,1,0.04,2.36,0.04,1,0.04,0.15,0,0,24,1.03,33.33,4.167,0.13,1.72,37.5,1.16,33.33,0.56,46.15,0.26,2.28,50.94,7.78,37.02,2.71,1.16,0.04,18.95,1.68,1.12,28.14,72.37,9.49,61.54,5.2,90.91,8.42,72.45,23.28,78.04,3.22,49.33,18.2,27.89,0.05,0.56,0.04,0,0.43,50,0.21,4.17,59.79,2.49,50,0.77,50,1.03,0.52,5.54,64.34,0,,0,,0,0,0,0,,,0.13,,,0,0,0,0,0,0
