Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
L. Kokubo,Sint-Truiden,Sint-Truiden,GK,24,750000,,14,1416,0,0,0,0.01,0.7,100,Japan,"Japan, Nigeria",right,193,85,no,1.4,0.19,100,0.32,100,0.06,0.09,0,1.14,1.67,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,100,0,0,0,13.6,0.51,0.25,19.83,81.09,11.89,73.26,0,0,7.44,93.16,12.46,98.47,7.37,51.72,31.58,48.26,0,0.06,0,0,0,0,0,1.72,14.81,0.13,0,0,0,0,0,5.21,62.2,0.32,,,,0,0,0
M. Epolo,Standard Liège,Standard Liège,GK,20,800000,2029-06-30,14,1411,0,0,0,0,0.45,71.43,Belgium,"Belgium, Congo DR",right,188,79,no,1.28,0.06,100,0.32,60,0,0,0,1.21,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.13,0.06,17.6,87.68,10.72,80.36,0,0,6.19,98.97,9.82,97.4,7.72,76.03,33.59,47.69,0,0,0,0,0,0,0.06,1.28,50,0,0,0.06,100,0,0,6.63,82.69,0.32,,,,0,0,0
T. Somers,Antwerp,Antwerp,"RWB, RB, AMF",26,3000000,2026-06-30,14,1405,1,1.56,0,1.42,15.18,48.1,Belgium,Belgium,right,183,79,no,6.85,5.38,66.67,3.97,37.1,0.32,0.44,0.06,2.95,4.08,0.64,2,0.13,0,0,1.09,0.06,1,0.06,0.1,0,0,15,0.96,40,6.667,0,2.24,14.29,0.06,0,2.11,15.15,0.32,0.9,42.86,3.07,39.58,2.37,0.58,0.06,14.67,2.11,0.9,22.74,66.76,6.98,51.38,6.02,90.43,5.38,70.24,19.28,73.09,1.22,63.16,18.47,21.39,0.09,0.7,0,0,0.06,0,0.19,2.31,61.11,1.92,30,0.19,0,0.64,0.45,4.1,57.81,,0,0,0,0,0,0
M. Smets,Genk,Genk,LCB,21,0,2028-06-30,14,1404,0,0.26,1,0.02,11.28,66.48,Belgium,Belgium,right,185,79,no,8.21,4.87,77.63,3.59,60.71,0.19,0.32,0.45,4.23,7.02,0.45,1,0.06,0,0,0.06,0,0,0,0.02,0,0,4,0.26,0,0,0.06,0.26,25,0.19,33.33,0.06,0,0.06,0.06,0,0.64,60,0.71,1.03,0,56.15,0.38,0.32,70.32,92.62,20.19,82.22,3.59,92.86,41.54,97.99,63.97,95.89,6.09,61.05,22.33,42.18,0,0.13,0,0.06,0.13,0,0.06,8.97,82.86,0.9,28.57,0.38,16.67,0.45,0.06,11.03,79.07,,0,0,0,0,0,0
H. Vanaken,Club Brugge,Club Brugge,"AMF, LCMF, LDMF",33,7000000,2027-06-30,14,1404,2,2.51,0,2.61,10.96,45.03,Belgium,Belgium,right,195,82,no,4.81,2.63,53.66,2.5,61.54,0.26,0.42,0.19,3.14,5.12,0.64,1,0.06,0,0,1.47,0.13,2,0.13,0.16,1,0.06,19,1.22,21.05,10.526,0,1.15,50,0.64,50,0.51,50,0.13,0.71,45.45,4.49,25.71,2.05,0.9,0.06,45.45,1.15,0.58,60.64,89.85,17.69,82.61,10.51,95.12,22.44,92.86,54.23,91.84,5.26,78.05,18.42,37.31,0.17,1.28,0.13,0,0.45,71.43,0.58,8.01,84,3.72,62.07,0.96,53.33,2.12,0.58,9.42,87.07,,0.19,0.19,0,0.32,0,0
E. Bayram,Westerlo,Westerlo,RCB,22,4000000,,14,1395,2,1.74,1,0.45,11.61,58.89,Türkiye,Türkiye,right,186,78,no,9.03,4.39,61.76,4.32,67.16,0.13,0.17,0.71,6.19,8.25,0.52,2,0.13,0,0,0.9,0.13,2,0.13,0.11,1,0.06,9,0.58,33.33,22.222,0.06,0.52,62.5,0.13,50,0.39,66.67,0.06,0.52,62.5,1.55,50,1.03,0.65,0.06,35.74,0.19,0.45,53.03,84.91,24.26,75,3.87,95,19.68,95.08,41.94,91.54,10.58,59.76,22.52,39.24,0.03,0.26,0,0,0.06,100,0.19,8.84,62.04,1.94,46.67,1.61,36,0.65,0.32,11.48,74.72,,0,0,0,0,0,0
A. Jungdal,Westerlo,Westerlo,GK,23,1500000,2026-06-30,14,1395,0,0,0,0,0.71,90.91,Singapore,"Singapore, Denmark",right,195,84,no,1.55,0,0,0.39,100,0,0,0,1.55,2.06,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,100,0,0,0,12.39,0.13,0.26,22.26,83.77,13.35,74.4,0.06,100,8.26,97.66,12.77,97.47,9.42,65.75,34.82,54.7,0,0,0,0,0,0,0,4.19,49.23,0.39,33.33,0.32,60,0.06,0,6.97,79.63,0.39,,,,0,0,0
D. Haspolat,Westerlo,Westerlo,RDMF,25,1200000,2027-06-30,14,1395,0,1.12,1,3.69,14,54.38,Netherlands,"Netherlands, Türkiye",right,177,75,no,8.19,7.23,60.71,1.81,50,0.13,0.17,0.52,3.68,4.9,1.16,2,0.13,0,0,1.35,0,0,0,0.07,0,0,18,1.16,22.22,0,0.06,0.9,42.86,0.32,60,0.58,33.33,0.19,1.16,61.11,3.42,47.17,0.32,1.03,0.13,25.48,0,1.29,37.42,81.21,11.68,70.72,6.45,96,14.45,85.71,31.55,86.71,5.03,52.56,20.06,36.79,0.24,1.61,0,0,0,0,0.19,7.29,76.99,1.42,40.91,0.71,45.45,0.26,0.39,7.61,69.49,,3.29,0.58,11.11,4.32,0,0
D. Lamego,La Louvière,La Louvière,LCB,22,0,2027-06-30,14,1395,0,0.02,0,0,9.03,55,France,France,,0,0,no,7.16,2.71,66.67,2.19,47.06,0.19,0.21,0.65,5.16,5.65,0.26,1,0.06,0,0,0.52,0,0,0,0,0,0,2,0.13,0,0,0,0.52,12.5,0.52,12.5,0,0,0,0.77,58.33,3.03,46.81,0.06,1.48,0.39,13.94,0.45,0.97,26.19,74.38,14.52,69.33,2.06,90.63,7.35,83.33,20.77,83.23,4.9,43.42,21.61,38.26,0,0,0,0,0,0,0,5.42,65.48,0.9,28.57,0.58,22.22,0.26,0,7.55,65.81,,0.06,0,0,0,0,0
M. Peano,La Louvière,La Louvière,GK,27,350000,2026-06-30,14,1395,0,0,0,0,1.1,76.47,Argentina,Argentina,right,187,78,no,2.65,0.13,50,0.52,87.5,0,0,0,2.58,2.82,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0.26,75,0,0,0,10.06,0.06,0.26,19.61,76.97,12.39,66.15,0,0,6.77,95.24,8.52,95.45,11.03,63.16,40.46,51.37,0,0,0,0,0,0,0,5.03,56.41,0.26,0,0.32,40,0.06,0,7.29,83.19,0.52,,,,0,0,0
