Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Chotard,Brest,Montpellier,LDMF,24,10000000,2026-06-30,1,30,0,0,0,0,,,France,France,right,179,70,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66,31.54,,,,,,,,,,,,,,,,,,,,,,,0,0
M. Daramy,Reims,Reims,"CF, RAMF, RW",23,10000000,2028-06-30,2,42,1,0.71,0,0,,,Denmark,"Denmark, Sierra Leone",right,180,71,no,,,,,,,0,,,0,,0,,0,,,,1,,,0,,2,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.43,0,,,,,,,,,,,,,,,,,,,,,,,0,0
K. Nakamura,Reims,Reims,"LAMF, LW, LWB",25,9000000,,9,754,5,3.41,2,1.16,13.01,47.71,Japan,Japan,right,180,75,no,3.82,3.46,48.28,0.24,50,0,0,0,2.15,3.07,0.84,0,0,0,0,6.68,0.6,4,0.48,0.41,0,0,20,2.39,55,25,0.24,4.54,44.74,4.3,47.22,0,0,0.84,4.77,67.5,7.52,50.79,4.54,3.7,0.36,27.57,3.82,0.48,32.23,80,5.85,79.59,9.55,95,9.19,75.32,26.86,86.22,1.07,77.78,17.64,15.08,0.14,1.07,0,0.12,0.12,100,0.72,1.91,81.25,3.82,59.38,0.24,100,1.55,1.67,4.89,82.93,,0.24,0,0,0.6,1,100
T. Teuma,Reims,Reims,"AMF, CF",32,7000000,2027-06-30,12,1023,4,3.49,3,2.79,13.37,47.37,France,"France, Malta",left,176,73,no,5.98,6.16,58.57,0.88,40,0,0,0,2.38,3.45,1.32,1,0.09,0,0,2.29,0.35,3,0.26,0.31,0,0,17,1.5,58.82,23.529,0.26,2.02,34.78,1.14,30.77,0.88,40,0.35,1.23,42.86,5.01,35.09,1.76,1.14,0,46.72,1.06,0.62,58.68,84.41,16.01,73.63,10.29,95.73,20.67,86.81,51.2,89,5.54,58.73,17.6,36.51,0.25,1.67,0.18,0,0.53,33.33,0.79,8.01,71.43,4.05,47.83,1.41,31.25,1.67,0.79,8.27,79.79,,1.32,0,0,3.61,2,50
T. Leoni,Reims,Reims,"LDMF, LCMF, RAMF",25,5000000,2030-06-30,10,754,0,0.07,2,0.37,11.34,57.89,Belgium,"Belgium, Italy",left,180,70,no,7.76,6.09,62.75,1.55,30.77,0.12,0.18,0.36,3.82,5.65,0.84,1,0.12,0,0,0.95,0,0,0,0.01,0,0,5,0.6,20,0,0.24,1.07,55.56,0.6,60,0.48,50,0,0.48,50,2.15,66.67,0.95,0.24,0.12,42.02,0.24,1.67,54.19,87.44,18.26,78.43,5.85,97.96,21.25,92.7,47.27,91.41,5.85,61.22,18.33,31.87,0.04,0.48,0.12,0.12,0.24,0,0.48,6.92,77.59,3.22,51.85,1.19,40,1.79,0.6,7.88,77.27,,0,0,0,0.24,0,0
j.Siebatcheu,Tondela,Reims,CF,29,4000000,2026-06-30,3,180,0,0,0,0.12,17,35.29,United States,"United States, France",right,191,86,yes,5,4,62.5,2.5,40,0.5,0.71,1,2,2.86,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,6.5,23.08,1.5,0,0,11,2,1.5,14.5,75.86,2.5,20,4,100,3.5,85.71,14,75,0.5,100,11.72,13.44,0.06,0.5,0,0,0,0,0.5,0.5,100,0.5,100,0,0,0.5,0,2,50,,0,0,0,0,0,0
F. Maouassa,Nancy,Nancy,"LWB, LB",27,4000000,2026-06-30,10,404,0,0.29,0,0.14,13.59,55.74,France,"France, Congo",left,170,74,no,7.35,4.9,54.55,1.78,75,1.11,1.47,0,3.56,4.71,0.67,1,0.22,0,0,3.12,0,0,0,0.06,0,0,8,1.78,12.5,0,0,3.56,25,3.12,21.43,0.45,50,0.67,3.79,52.94,5.79,46.15,0.67,1.78,0.22,17.6,0.89,0.67,26.73,59.17,12.92,46.55,3.56,93.75,6.01,59.26,17.38,78.21,6.01,22.22,19.54,29.32,0.03,0.45,0,0,0,0,0,5.57,40,4.01,33.33,1.11,0,0.45,0.89,8.24,45.95,,2.9,0.67,33.33,0.67,0,0
A. Mendy,Montpellier,Montpellier,CF,31,4000000,2028-06-30,14,1338,4,4.71,1,1.12,21.12,33.76,France,"France, Guinea-Bissau",right,184,86,no,1.55,1.61,37.5,5.25,48.72,0.27,0.39,0.13,0.67,0.96,1.35,2,0.13,0,0,1.75,0.27,4,0.27,0.32,0,0,28,1.88,32.14,14.286,0.07,0.47,14.29,0.07,100,0.4,0,0,1.95,55.17,9.75,28.28,3.57,0.47,0,6.73,1.82,1.55,11.03,75,1.75,61.54,2.89,86.05,3.83,75.44,10.02,79.19,0.54,50,14.86,15.59,0.08,0.67,0.13,0,0,0,0.2,1.01,66.67,0.54,75,0.13,50,0.67,0.07,0.61,66.67,,0,0,0,0,0,0
G. Larsonneur,Saint-Étienne,Saint-Étienne,GK,28,4000000,2026-06-30,14,1392,0,0,0,0,0.65,80,France,France,right,181,70,no,2.13,0,0,0.58,88.89,0,0,0,2.13,3.25,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,19.01,0.06,0.06,28.13,87.59,12.35,73.3,0,0,14.16,99.09,21.59,98.5,6.53,51.49,26.19,47.43,0,0,0.06,0,0,0,0,1.75,33.33,0.13,0,0.13,0,0,0,4.46,60.87,0.58,,,,0,0,0
A. Pelmard,Jagiellonia Bia?ystok,Clermont,"LB, RCB",25,3500000,2027-06-30,3,262,0,0,0,0,8.93,53.85,France,"France, Guadeloupe",right,180,69,yes,6.87,5.15,60,1.03,66.67,0.34,0.44,0,3.44,4.41,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,100,1.37,50,0,1.37,0.34,32.29,1.72,0.34,42.25,91.06,17.18,86,5.15,100,13.05,94.74,38.82,95.58,3.44,40,16.44,29.6,0,0,0,0,0,0,0,4.47,76.92,0,0,0,0,0.34,0,5.84,58.82,,0,0,0,0,0,0
