Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
B. Traoré,Cracovia Kraków,Caen,LCB,21,3500000,2026-06-30,1,96,0,0,0,0.05,13.13,50,France,"France, Burkina Faso",right,191,80,no,5.63,5.63,50,4.69,80,0.94,1.43,0.94,1.88,2.86,2.81,1,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,38.44,0,0,50.63,92.59,15.94,82.35,2.81,100,24.38,100,47.81,94.12,2.81,66.67,18.56,43.52,0.05,0.94,0,0.94,0,0,0.94,1.88,50,1.88,50,0.94,100,0.94,0,1.88,50,,0,0,0,0,0,0
A. Mandréa,Caen,Caen,GK,28,2000000,2027-06-30,13,1269,0,0,0,0,0.35,100,France,"France, Algeria",right,186,78,no,1.21,0,0,0.21,100,0,0,0,1.21,1.87,0,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,100,0,0,0,21.13,0.14,0.07,29.57,86.81,13.9,74.49,0,0,14.18,98.5,22.06,98.39,7.38,52.88,31.33,54.21,0,0,0,0,0,0,0,4.11,51.72,0.35,0,0,0,0,0,5.46,68.83,0.21,,,,0,0,0
P. Bellon,Dijon,Dijon,DMF,25,1200000,,8,381,0,0,0,0.45,14.65,59.68,France,France,right,175,0,no,10.39,9.45,67.5,0.71,33.33,0.94,1.32,0,3.07,4.29,0.71,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,1.18,60,0,0,0.71,33.33,0,0.24,0,3.31,42.86,0,0.94,0.24,35.2,0,1.18,53.86,87.28,18.43,82.05,8.98,97.37,21.5,90.11,49.61,90.48,3.07,46.15,19.85,23.12,0.11,1.42,0,0,0.24,100,0.71,8.27,68.57,2.6,63.64,0.47,100,1.18,0.47,7.8,81.82,,0,0,0,0,0,0
B. Brahimi,Viborg,Caen,"RW, RAMF, RCMF",25,900000,2027-06-30,3,290,0,0.12,0,0.01,18.31,54.24,France,"France, Morocco",left,177,70,no,2.79,2.79,88.89,3.72,41.67,0,0,0,0.31,0.52,0.62,0,0,0,0,3.1,0,0,0,0.04,0,0,5,1.55,0,0,0,3.1,40,0.93,33.33,1.86,50,0.62,4.03,46.15,10.55,47.06,2.48,2.17,0,44.38,2.17,2.17,55.24,85.39,13.97,71.11,10.55,91.18,17.69,87.72,48.1,89.03,4.03,76.92,16.99,36.55,0,0.31,0,0,0.31,0,0,6.21,75,3.72,33.33,0.62,0,2.17,0.62,4.34,85.71,,0,0,0,0,0,0
C. Jean,Châteauroux,Châteauroux,RAMF,30,800000,,1,47,0,0.25,0,0.01,17.23,44.44,France,France,right,170,70,no,1.91,5.74,33.33,3.83,50,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0.49,0,0,2,3.83,50,0,0,1.91,0,0,0,1.91,0,0,0,0,7.66,50,1.91,1.91,0,17.23,0,1.91,21.06,72.73,1.91,0,5.74,100,9.57,80,17.23,77.78,1.91,100,14.49,37.92,0.02,1.91,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,,0,0,0,0,0,0
L. Lacroix,Dijon,Dijon,"LCB, DMF",22,800000,2026-06-30,2,39,0,0,0,0,,,France,France,right,187,80,no,,,,,,,0,,,7.5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58,18.19,,,,,,,,,,,,,,,,,,,,,,,0,0
Y. M'Vila,Caen,Caen,"DMF, LDMF",35,800000,2026-06-30,12,1170,2,1.51,0,0.23,9,58.97,France,"France, Congo",right,183,80,no,6.15,3.85,48,2.23,72.41,0.38,0.6,0.15,3.92,6.1,0.38,4,0.31,0,0,0.38,0.15,1,0.08,0.12,1,0.08,11,0.85,36.36,18.182,0,0.31,0,0.08,0,0.23,0,0.08,0,0,1.62,66.67,0.46,0.15,0,34.85,0.31,1.08,49.62,88.99,19.15,81.53,4.77,93.55,18.92,94.31,44.38,92.37,4.92,64.06,19.42,42.64,0.02,0.31,0,0,0.08,100,0.23,7.77,73.27,1,15.38,0.38,60,0.23,0,7.92,79.61,,0.08,0,0,0,1,100
A. Boutoutaou,Sochaux,Sochaux,"AMF, RAMF",24,800000,,12,851,2,1.32,0,0.55,24.54,40.52,France,"France, Algeria",right,169,63,no,7.19,5.71,68.52,2.54,16.67,0,0,0,3.28,4.6,1.27,3,0.32,0,0,2.64,0.21,2,0.21,0.14,0,0,25,2.64,32,8,0,0.74,28.57,0,0,0.74,28.57,0,2.86,55.56,12.8,33.06,1.8,2.75,0.32,17.45,0.74,2.22,26.33,70.28,8.25,58.97,6.77,89.06,6.24,66.1,23.37,74.66,2.43,39.13,19.44,36.59,0.06,0.42,0,0,0.11,0,0.11,5.08,56.25,1.06,50,0.21,0,0.53,0.21,4.02,78.95,,0.42,0.21,0,0.21,0,0
B. Fofana,Sochaux,Sochaux,"RAMF, RW, LW",27,800000,2026-06-30,5,237,2,1.86,1,0.56,18.99,50,France,"France, Mali",left,183,74,no,2.28,1.9,60,2.66,28.57,0,0,0,1.14,1.8,1.52,0,0,0,0,6.08,0.76,0,0,0.71,0,0,7,2.66,28.57,28.571,0.38,2.66,14.29,0.38,0,2.28,16.67,1.52,6.46,76.47,12.15,53.13,2.28,3.04,1.14,10.63,1.52,2.28,15.19,57.5,6.84,50,3.04,87.5,2.28,50,11.77,67.74,1.14,33.33,16.29,22.15,0.21,0.76,0,0,0.38,0,0.38,3.04,50,2.66,28.57,0.38,0,0.38,0.38,2.28,66.67,,0.76,0,0,1.52,2,100
J. Masson,Sochaux,Sochaux,"LDMF, DMF, RDMF",27,700000,,12,1137,0,0.15,0,0.07,15.44,61.03,France,France,right,177,74,no,10.29,6.89,72.41,2.93,45.95,0.55,0.75,0.63,4.75,6.41,1.27,4,0.32,0,0,0.4,0,0,0,0.01,0,0,4,0.32,25,0,0,0.47,0,0.4,0,0.08,0,0,0.47,66.67,3.01,60.53,0.16,0.24,0,13.46,0,1.58,23.51,76.09,8.07,53.92,3.56,95.56,8.79,86.49,20.26,82.03,2.77,45.71,21.17,37.2,0.01,0.16,0,0.08,0,0,0,4.35,58.18,0.4,20,0,0,0.08,0.16,3.25,60.98,,0,0,0,0,0,0
