Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
S. Varatynov,Baltika,Baltika,RCB,22,800000,2027-06-30,15,1482,0,0.24,0,0,15.85,53.64,Russia,Russia,right,187,79,no,8.68,6.62,66.06,5.71,50,0.24,0.36,0.55,4.07,6.07,0.67,2,0.12,0,0,0.43,0,0,0,0.01,0,0,8,0.49,25,0,0,0.36,33.33,0.06,0,0.24,50,0,0.18,100,1.28,38.1,0.67,0.43,0.06,14.82,0.43,0.3,27.45,78.54,12.57,71.98,3.4,92.86,9.05,85.23,19.13,85.71,7.96,63.36,24.88,40.96,0,0,0,0.06,0,0,0.06,5.65,64.52,0.67,27.27,0.36,50,0.18,0.06,8.38,70.29,,0,0,0,0,0,0
B. Gil,Baltika,Baltika,CF,24,700000,2026-12-31,15,983,8,5.73,1,1.15,20.69,28.76,Colombia,"Colombia, El Salvador",right,185,78,no,2.84,2.66,37.93,9.16,27,0,0,0.09,1.83,2.65,2.56,2,0.18,0,0,1.56,0.73,5,0.46,0.52,0,0,19,1.74,63.16,42.105,0.09,0.09,0,0,0,0.09,0,0,1.01,45.45,4.94,29.63,2.84,0.46,0.09,7.87,2.38,0.55,10.07,78.18,3.02,60.61,1.37,100,2.56,78.57,9.52,79.81,0.46,60,13.19,7.88,0.11,0.55,0,0,0,0,0.73,0.82,66.67,0.82,77.78,0.09,100,0.92,0,0.92,90,,0,0,0,0,3,100
João Batxi,Krasnodar,Krasnodar,"RAMF, RW",27,0,2027-06-30,15,1036,1,1.35,1,1.19,14.56,40.63,Portugal,"Portugal, Angola",right,174,69,no,2.73,2.28,56,2,22.73,0,0,0,1.46,2.67,0.18,0,0,0,0,3.28,0.09,1,0.09,0.12,0,0,14,1.27,21.43,7.143,0.09,1.73,36.84,0.27,33.33,1.46,37.5,0.18,3.64,60,8.74,42.71,2.37,1.27,0.09,18.47,1.37,1.55,23.39,80.16,5.28,60.34,7.55,96.39,6.73,82.43,19.75,84.79,2.09,73.91,18.74,32.72,0.11,0.91,0.18,0,0.27,66.67,0.55,1.46,56.25,1.46,56.25,0.09,100,0.91,0.64,2.82,70.97,,0,0,0,0,0,0
S. Agkatsev,Krasnodar,Krasnodar,GK,23,0,2029-06-30,15,1482,0,0,0,0,0.39,83.33,Russia,Russia,right,189,82,no,1.23,0.06,0,0.32,100,0,0,0,1.23,2.24,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0.32,0.13,20,81.49,12.21,70.74,0,0,7.08,98.17,10,95.45,10,67.53,35.09,49.86,0,0,0.06,0,0,0,0,2.6,50,0.26,0,0.06,0,0,0,7.01,75,0.32,,,,0,0,0
S. Petrov,Krasnodar,Krasnodar,"RB, LB",34,500000,,15,1298,0,0.35,1,1.35,11.38,52.63,Russia,Russia,right,175,74,no,8.09,5.62,56,2.77,51.35,0.07,0.14,0.6,4.87,8.82,0.75,3,0.21,0,0,1.27,0,0,0,0.03,0,0,3,0.22,0,0,0.07,2.1,46.43,0.15,0,1.87,52,0.3,0.52,57.14,1.35,44.44,0.52,0.82,0,25.61,2.47,0.67,35.57,84.21,12.2,77.3,6.36,96.47,12.05,83.85,29.95,89.75,3.52,59.57,19.4,36.1,0.1,0.6,0,0,0,0,0.45,4.19,76.79,2.02,59.26,0.07,100,0.45,1.05,7.56,73.27,,0,0,0,0,0,0
Victor Sá,Krasnodar,Krasnodar,LAMF,31,2000000,2026-06-30,15,1214,4,3.55,0,0.76,18.96,43.75,Brazil,Brazil,right,178,72,no,4.98,3.79,64.58,3.79,33.33,0.16,0.29,0.24,2.37,4.37,0.63,1,0.07,0,0,2.13,0.3,3,0.24,0.28,2,0.16,19,1.5,36.84,15.789,0,0.87,45.45,0.71,55.56,0.08,0,0.08,2.21,53.57,7.66,41.24,3.16,1.03,0.08,16.2,1.19,2.21,20.86,79.55,4.58,63.79,4.82,91.8,6.64,86.9,19.36,82.45,0.63,37.5,15.51,13.42,0.06,0.87,0,0,0,0,0.16,2.13,74.07,1.66,57.14,0,0,1.19,0.47,3.32,80.95,,0,0,0,0,0,0
M. Borisko,Baltika,Baltika,GK,25,400000,2028-06-10,15,1482,0,0,0,0,0.43,85.71,Russia,Russia,right,194,92,no,0.97,0.06,0,0.3,100,0,0,0,0.97,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42,0.12,0.12,17.61,74.14,13.66,68.44,0,0,3.83,95.24,5.04,93.98,12.57,66.18,46.38,53.13,0,0,0,0,0,0,0,4.07,46.27,0.12,0,0.18,66.67,0,0,9.78,81.37,0.3,,,,0,0,0
E. Spertsyan,Krasnodar,Krasnodar,"AMF, LCMF",25,0,2029-06-30,15,1336,6,3.14,9,3.72,15.97,43.05,Russia,"Russia, Armenia",right,178,66,no,3.79,3.79,60.38,1.86,26.92,0,0,0.07,1.5,2.78,1.07,3,0.2,0,0,2.36,0.4,3,0.21,0.22,1,0.07,26,1.86,26.92,15.385,0.64,0.93,46.15,0.5,42.86,0.43,50,0.29,1.72,54.17,7.66,40.19,1.93,2.51,0.5,22.98,0.79,2.08,31.36,82.19,10.95,72.55,6.01,92.86,8.45,93.22,28.78,85.07,1.65,52.17,16.37,25.27,0.27,2.08,0,0,0.79,63.64,0.57,4.37,78.69,2.72,68.42,0.57,50,1.93,0.43,5.94,75.9,,2.15,0.57,12.5,3.37,1,100
T. Sundukov,Dynamo Makhachkala,Dynamo Makhachkala,"LWB, LB",24,250000,,15,1357,0,0.63,0,0.47,16.58,46.8,Russia,Russia,right,178,70,no,7.03,7.03,59.43,1.72,34.62,0.27,0.4,0.07,2.59,3.86,1.92,3,0.2,0,0,2.45,0,0,0,0.04,0,0,13,0.86,15.38,0,0,3.52,33.96,3.38,35.29,0.13,0,0.27,2.52,44.74,5.57,38.1,0.93,1.33,0,18.04,0.8,1.26,27.19,68.78,7.89,47.9,7.16,95.37,7.36,67.57,20.03,81.46,3.78,31.58,20.69,32.35,0.03,0.46,0,0,0,0,0.27,3.18,47.92,3.18,43.75,0.2,0,0.33,1.33,5.37,69.14,,0.13,0,0,0,0,0
N. Glushkov,Dynamo Makhachkala,Dynamo Makhachkala,"RCMF, DMF",26,700000,2026-06-30,15,1407,0,0.63,1,0.51,13.94,44.95,Russia,Russia,right,176,56,no,8,4.09,60.94,3.45,35.19,0.45,0.67,0.13,5.05,7.57,0.45,1,0.06,0,0,0.83,0,0,0,0.04,0,0,5,0.32,40,0,0.06,0.7,36.36,0.32,40,0.38,33.33,0.06,0.7,63.64,3.13,51.02,0.7,0.38,0,16.57,0.38,1.66,30.06,75.96,10.43,62.58,5.05,91.14,8.7,86.03,26.74,78.95,2.69,57.14,16.38,27.37,0.03,0.26,0,0,0.06,0,0.06,4.93,62.34,1.6,44,0.45,71.43,0.58,0.26,4.86,67.11,,0.06,0,0,0,0,0
