Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
P. Billing,Midtjylland,Midtjylland,"LCMF, LDMF",29,22000000,2027-06-30,9,769,1,1,1,0.45,17.56,59.33,Denmark,"Denmark, Nigeria",left,193,83,no,10.42,6.91,67.8,3.86,63.64,0.59,0.83,0.23,5.15,7.33,1.4,2,0.23,0,0,1.05,0.12,1,0.12,0.12,0,0,11,1.29,9.09,9.091,0.12,0.82,42.86,0.59,60,0.23,0,0,0.47,100,4.1,45.71,1.52,0.35,0,29.96,0.7,0.7,42.83,85.79,11.35,76.29,9.13,96.15,13.93,89.92,38.97,88.89,3.16,55.56,16.16,36.31,0.05,0.59,0,0,0.23,50,0.59,5.15,84.09,1.05,66.67,0.35,33.33,0.7,0.47,6.09,61.54,,0.23,0.23,0,0,0,0
Y. Moukoko,København,København,CF,20,22000000,2030-06-30,15,807,3,3.95,0,0.2,12.27,35.45,Cameroon,"Cameroon, Germany",left,179,72,no,2.57,2.79,56,0.78,14.29,0.11,0.17,0,0.89,1.36,1,1,0.11,0,0,3.12,0.33,2,0.22,0.44,1,0.11,23,2.57,52.17,13.043,0,0.78,42.86,0.33,66.67,0.22,0,0.11,3.23,44.83,6.25,28.57,4.01,0.56,0.22,14.94,1.56,0.45,17.17,77.92,3.46,70.97,4.8,83.72,5.69,80.39,15.61,80,0.89,75,16.31,16.87,0.02,0.45,0,0,0,0,0.11,2.57,69.57,1.23,54.55,0.11,0,0.89,0.22,1.78,81.25,,0.11,0.11,100,0,1,100
M. Gregoritsch,Brøndby,Brøndby,CF,31,8000000,,8,350,2,1.99,0,0.26,17.49,35.29,Austria,Austria,left,193,91,no,4.89,3.09,66.67,4.37,41.18,0.26,0.31,0.26,2.57,3.06,1.29,2,0.51,0,0,1.29,0.51,1,0.26,0.51,0,0,10,2.57,30,20,0,1.03,25,0.77,33.33,0,0,0,0.77,33.33,6.94,22.22,2.57,1.03,0,13.37,1.54,0.77,14.66,73.68,4.37,52.94,3.6,100,2.57,80,13.11,78.43,0.77,33.33,15.42,12.94,0.07,0.77,0,0,0,0,0.26,1.29,60,0.26,0,0,0,0,0.26,1.29,40,,0,0,0,0,1,100
R. Huescas,København,København,RB,22,6000000,2029-06-30,10,868,0,0.66,4,1.55,11.41,46.36,Mexico,Mexico,right,172,70,no,6.12,4.04,56.41,2.28,31.82,0.52,0.74,0.21,3.32,4.75,0.73,1,0.1,0,0,1.45,0,0,0,0.07,0,0,4,0.41,25,0,0.41,2.49,41.67,0,0,2.49,41.67,0.31,1.14,27.27,3.42,30.3,1.97,2.9,0.41,40.02,3.11,0.83,50.5,84.19,11.2,65.74,15.45,95.3,14.83,88.81,44.59,89.53,3.42,45.45,16.3,26.13,0.16,1.04,0.1,0.1,0,0,0.62,3.94,84.21,1.56,40,0.1,0,0.31,1.04,6.22,56.67,,0,0,0,0,0,0
A. Buksa,Udinese,Midtjylland,CF,29,6000000,2029-06-30,3,240,1,1.05,0,0.06,20.63,47.27,Poland,Poland,left,191,88,no,2.63,1.88,80,10.5,50,0,0,0.38,1.13,1.91,0.38,0,0,0,0,1.88,0.38,1,0.38,0.39,0,0,6,2.25,50,16.667,0,0.75,100,0.38,100,0.38,100,0,0.38,0,4.13,45.45,3,0.38,0,7.87,0.75,1.13,12.75,82.35,2.63,57.14,3.75,100,4.13,90.91,11.25,83.33,0.75,50,16.67,28.84,0.02,0.75,0.38,0,0,0,0.38,1.88,80,0.75,100,0,0,0.38,0.75,2.25,83.33,,0,0,0,0,0,0
N. Vallys,Brøndby,Brøndby,"RWF, LW, LAMF",29,6000000,,13,1156,5,4.64,2,0.58,15.18,36.41,Denmark,Denmark,right,189,82,no,3.89,4.2,53.7,2.34,46.67,0.16,0.19,0,1.48,1.79,0.7,1,0.08,0,0,1.71,0.39,5,0.39,0.36,2,0.16,25,1.95,44,20,0.16,1.09,21.43,0.39,20,0.7,22.22,0.08,1.48,42.11,6.62,24.71,3.43,1.87,0,38.69,2.8,0.47,45.47,84.59,11.6,73.15,11.76,93.38,12.61,85.8,43.05,87.7,1.48,36.84,16.07,22.29,0.05,0.7,0,0,0.08,0,0.16,4.59,74.58,2.65,47.06,0.16,0,1.48,0.23,5.61,80.56,,0,0,0,0,0,0
M. Elyounoussi,København,København,"CF, AMF, LCMF",31,6000000,2029-06-30,14,1171,4,3.97,4,1.79,19.83,51.16,Norway,Norway,right,178,70,no,5.99,5.38,71.43,3.54,60.87,0.46,0.69,0,1.69,2.52,1,3,0.23,0,0,2.77,0.31,4,0.31,0.3,3,0.23,33,2.54,33.33,12.121,0.31,1.69,31.82,1.15,33.33,0.46,16.67,0.23,2.46,50,8.15,40.57,3.46,2.08,0.46,30.82,1.15,1.15,37.58,79.55,11.45,69.13,7.07,94.57,10.84,80.14,33.13,83.53,2.84,59.46,16.9,30.94,0.14,1.38,0.15,0.08,0.46,33.33,0.38,5.38,72.86,4.07,41.51,1,23.08,1.92,0.46,4.84,82.54,,0.38,0.08,0,1.23,0,0
B. Tahirovi?,Brøndby,Brøndby,"LDMF, LCMF, RCMF",22,5000000,2028-06-30,14,885,1,0.91,0,0.45,13.53,51.13,Sweden,"Sweden, Bosnia and Herzegovina",right,191,78,no,8.54,6,59.32,1.02,50,0.31,0.38,0.71,4.68,5.75,1.42,2,0.2,0,0,1.22,0.1,1,0.1,0.09,0,0,15,1.53,20,6.667,0,0.51,60,0.2,50,0.31,66.67,0.2,0.81,62.5,5.08,44,1.42,1.12,0.1,41.29,0.51,1.32,51.97,86.3,14.14,70.5,10.07,96.97,18,90.4,46.17,90.09,5.29,55.77,17.97,44.45,0.05,0.92,0,0,0.31,33.33,0.31,6.81,67.16,1.93,52.63,0.71,42.86,1.02,0.31,5.29,73.08,,0,0,0,0,0,0
Cho Gue-Sung,Midtjylland,Midtjylland,"CF, AMF",27,4500000,2028-06-30,10,400,3,1.46,0,0.03,25.87,33.04,Korea Republic,Korea Republic,right,189,82,no,4.05,5.18,52.17,6.75,26.67,0.23,0.39,0,1.13,1.95,1.58,1,0.23,0,0,2.03,0.68,3,0.68,0.33,0,0,7,1.58,85.71,42.857,0,1.35,0,0.23,0,1.13,0,0,0.9,75,6.98,22.58,2.7,0,0,12.15,1.13,0.68,18.45,71.95,3.6,68.75,7.2,87.5,3.38,80,16.2,76.39,0.9,100,15.57,13.98,0.01,0.23,0.23,0.23,0,0,0,1.8,87.5,0.68,33.33,0,0,0.23,0,0.9,50,,0,0,0,0.23,0,0
V. Claesson,København,København,CF,33,4500000,2026-06-30,14,883,3,3.21,0,0.79,16.41,39.75,Sweden,Sweden,right,183,80,no,4.18,3.77,70.27,4.38,32.56,0,0,0.1,1.53,2.2,1.12,0,0,0,0,1.12,0.31,3,0.31,0.33,0,0,13,1.33,38.46,23.077,0,0.51,40,0,0,0.51,40,0,0.82,50,5.1,30,4.18,0.82,0.1,25.18,1.02,0.71,31.49,84.47,5.91,68.97,9.89,92.78,7.03,85.51,30.37,84.9,0.61,100,13.34,9.1,0.08,1.12,0.2,0,0.1,0,0.41,2.34,73.91,1.94,52.63,0.2,50,2.04,0.1,1.94,52.63,,0,0,0,0,0,0
